NO,시군구,번지,도로조건,계약면적(㎡),전월세구분,계약년월,계약일,보증금(만원),월세금(만원),건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
587,서울특별시 노원구 상계동,7*,-,48.0,전세,202210,22,7500,0,1991.0,덕릉로134가길,-,-,-,,,단독다가구
589,서울특별시 노원구 공릉동,5**,8m미만,42.0,전세,202210,22,12000,0,1994.0,동일로184길,202211~202411,신규,-,,,단독다가구
592,서울특별시 노원구 상계동,3**,8m미만,45.0,전세,202210,21,5500,0,1990.0,상계로9가길,-,-,-,,,단독다가구
593,서울특별시 노원구 공릉동,2**,12m미만,12.6,전세,202210,21,7500,0,2016.0,공릉로38길,-,-,-,,,단독다가구
594,서울특별시 노원구 공릉동,6**,8m미만,19.0,전세,202210,21,13000,0,1992.0,공릉로26길,-,-,-,,,단독다가구
595,서울특별시 노원구 공릉동,5**,8m미만,47.86,전세,202210,21,15000,0,1995.0,동일로183길,202211~202411,신규,-,,,단독다가구
596,서울특별시 노원구 공릉동,6**,8m미만,38.0,전세,202210,21,18000,0,1992.0,공릉로26길,-,-,-,,,단독다가구
597,서울특별시 노원구 공릉동,6**,8m미만,38.0,전세,202210,21,18000,0,1992.0,공릉로26길,202210~202310,신규,-,,,단독다가구
598,서울특별시 노원구 공릉동,6**,8m미만,19.0,전세,202210,21,13000,0,1992.0,공릉로26길,202210~202310,신규,-,,,단독다가구
599,서울특별시 노원구 공릉동,5**,12m미만,30.0,전세,202210,20,7700,0,2002.0,동일로176길,202210~202410,-,-,,,단독다가구
601,서울특별시 노원구 상계동,3**,8m미만,54.98,전세,202210,20,16000,0,2002.0,상계로18길,202211~202411,갱신,-,"8,500",30.0,단독다가구
602,서울특별시 노원구 상계동,1**,8m미만,14.0,전세,202210,20,6100,0,1984.0,노원로26나길,-,-,-,,,단독다가구
603,서울특별시 노원구 월계동,2**,8m미만,39.5,전세,202210,20,10000,0,1994.0,초안산로2길,-,갱신,-,"2,000",35.0,단독다가구
604,서울특별시 노원구 공릉동,5**,-,30.0,전세,202210,20,7700,0,2002.0,,-,-,-,,,단독다가구
605,서울특별시 노원구 공릉동,2**,8m미만,30.52,전세,202210,19,13000,0,2016.0,노원로1라길,-,-,-,,,단독다가구
606,서울특별시 노원구 상계동,3**,8m미만,12.45,전세,202210,19,10000,0,1977.0,상계로9가길,202211~202411,신규,-,,,단독다가구
607,서울특별시 노원구 상계동,1**,8m미만,26.41,전세,202210,19,3000,0,1992.0,한글비석로24자길,-,-,-,,,단독다가구
608,서울특별시 노원구 상계동,1**,12m미만,20.0,전세,202210,19,9000,0,1989.0,한글비석로23길,202210~202410,갱신,-,"1,000",40.0,단독다가구
609,서울특별시 노원구 상계동,3**,8m미만,29.88,전세,202210,19,6300,0,1991.0,한글비석로27길,-,-,-,,,단독다가구
610,서울특별시 노원구 공릉동,5**,8m미만,38.0,전세,202210,19,10500,0,1997.0,동일로184길,202210~202410,신규,-,,,단독다가구
611,서울특별시 노원구 공릉동,2**,-,30.52,전세,202210,19,13000,0,2016.0,,-,-,-,,,단독다가구
614,서울특별시 노원구 공릉동,2**,8m미만,21.48,전세,202210,18,9500,0,2001.0,노원로1마길,202210~202410,신규,-,,,단독다가구
616,서울특별시 노원구 상계동,3**,-,38.4,전세,202210,18,11000,0,1993.0,,-,-,-,,,단독다가구
617,서울특별시 노원구 상계동,1**,8m미만,32.0,전세,202210,18,6000,0,1993.0,한글비석로24아길,-,-,-,,,단독다가구
618,서울특별시 노원구 상계동,3**,8m미만,38.4,전세,202210,18,21000,0,1993.0,상계로18길,-,-,-,,,단독다가구
619,서울특별시 노원구 공릉동,5**,8m미만,16.0,전세,202210,18,7500,0,2006.0,동일로186길,202210~202310,신규,-,,,단독다가구
620,서울특별시 노원구 공릉동,3**,8m미만,27.0,전세,202210,18,6500,0,1993.0,동일로193길,-,-,-,,,단독다가구
621,서울특별시 노원구 공릉동,5**,8m미만,33.0,전세,202210,17,10000,0,1992.0,동일로186길,-,-,-,,,단독다가구
625,서울특별시 노원구 공릉동,5**,8m미만,25.0,전세,202210,17,9500,0,1993.0,동일로183길,202211~202310,신규,-,,,단독다가구
626,서울특별시 노원구 상계동,3**,8m미만,28.0,전세,202210,15,6500,0,1993.0,상계로9가길,-,-,-,,,단독다가구
627,서울특별시 노원구 상계동,1**,8m미만,36.27,전세,202210,15,6000,0,1993.0,한글비석로44길,-,-,-,,,단독다가구
628,서울특별시 노원구 상계동,1**,12m미만,20.0,전세,202210,15,4300,0,1994.0,한글비석로24바길,-,-,-,,,단독다가구
629,서울특별시 노원구 상계동,1**,8m미만,31.97,전세,202210,15,10000,0,1990.0,,202210~202410,신규,-,,,단독다가구
630,서울특별시 노원구 상계동,*,-,15.0,전세,202210,15,6000,0,,,-,-,-,,,단독다가구
631,서울특별시 노원구 상계동,1**,8m미만,46.68,전세,202210,15,12000,0,1991.0,덕릉로109다길,-,-,-,,,단독다가구
632,서울특별시 노원구 상계동,1**,8m미만,26.0,전세,202210,15,2200,0,1991.0,덕릉로109다길,-,-,-,,,단독다가구
633,서울특별시 노원구 상계동,1**,8m미만,52.0,전세,202210,15,10000,0,1991.0,덕릉로109다길,-,-,-,,,단독다가구
634,서울특별시 노원구 공릉동,2**,8m미만,32.61,전세,202210,15,13000,0,2012.0,공릉로32길,202211~202411,신규,-,,,단독다가구
635,서울특별시 노원구 공릉동,5**,8m미만,15.0,전세,202210,15,8000,0,2017.0,동일로184길,202211~202411,신규,-,,,단독다가구
636,서울특별시 노원구 상계동,1***,8m미만,55.0,전세,202210,14,10000,0,1996.0,동일로237바길,202211~202411,신규,-,,,단독다가구
637,서울특별시 노원구 상계동,1**,8m미만,30.9,전세,202210,14,6000,0,1993.0,한글비석로24가길,-,-,-,,,단독다가구
639,서울특별시 노원구 상계동,4**,12m미만,45.13,전세,202210,13,13000,0,1994.0,한글비석로47길,202210~202410,갱신,-,"3,000",22.0,단독다가구
640,서울특별시 노원구 상계동,1***,12m미만,36.0,전세,202210,13,11000,0,2017.0,동일로239길,202211~202411,갱신,-,"10,000",0.0,단독다가구
641,서울특별시 노원구 상계동,3**,8m미만,49.35,전세,202210,13,14000,0,1992.0,상계로9길,202212~202412,신규,-,,,단독다가구
642,서울특별시 노원구 상계동,3**,8m미만,49.19,전세,202210,13,10000,0,1982.0,상계로19길,202211~202411,신규,-,,,단독다가구
643,서울특별시 노원구 상계동,6*,-,26.43,전세,202210,13,9000,0,1991.0,덕릉로124가길,202211~202411,신규,-,,,단독다가구
644,서울특별시 노원구 상계동,3**,-,51.47,전세,202210,13,13000,0,,,202210~202410,갱신,-,"3,000",50.0,단독다가구
645,서울특별시 노원구 공릉동,2**,-,17.0,전세,202210,13,7500,0,2016.0,,-,-,-,,,단독다가구
646,서울특별시 노원구 공릉동,5**,8m미만,30.0,전세,202210,13,9500,0,2017.0,동일로180길,202210~202310,신규,-,,,단독다가구
647,서울특별시 노원구 공릉동,3**,8m미만,19.0,전세,202210,13,5500,0,2006.0,동일로196길,-,-,-,,,단독다가구
648,서울특별시 노원구 공릉동,2**,12m미만,17.0,전세,202210,13,7500,0,2016.0,공릉로38길,202212~202412,신규,-,,,단독다가구
649,서울특별시 노원구 상계동,3**,8m미만,33.86,전세,202210,13,7000,0,1993.0,상계로12길,202211~202411,신규,-,,,단독다가구
650,서울특별시 노원구 상계동,3**,8m미만,49.35,전세,202210,13,14000,0,1992.0,상계로9길,202212~202412,신규,-,,,단독다가구
652,서울특별시 노원구 하계동,6*,8m미만,15.0,전세,202210,12,7500,0,2017.0,공릉로58다길,202211~202411,신규,-,,,단독다가구
653,서울특별시 노원구 상계동,3**,8m미만,50.93,전세,202210,12,10000,0,1984.0,상계로23길,202211~202411,신규,-,,,단독다가구
654,서울특별시 노원구 상계동,1**,25m미만,52.92,전세,202210,12,11000,0,1992.0,한글비석로,202211~202411,신규,-,,,단독다가구
655,서울특별시 노원구 상계동,1***,8m미만,49.5,전세,202210,12,7000,0,1997.0,상계로33길,202210~202410,신규,-,,,단독다가구
656,서울특별시 노원구 상계동,3**,8m미만,49.29,전세,202210,12,14000,0,1982.0,상계로23길,202210~202410,갱신,-,"13,500",0.0,단독다가구
657,서울특별시 노원구 하계동,1**,8m미만,47.2,전세,202210,12,10000,0,1997.0,공릉로58나길,202210~202410,신규,-,,,단독다가구
659,서울특별시 노원구 공릉동,5**,-,35.32,전세,202210,12,8000,0,2001.0,,-,-,-,,,단독다가구
660,서울특별시 노원구 공릉동,5**,25m미만,50.0,전세,202210,12,9000,0,1994.0,섬밭로,202210~202410,갱신,-,"8,000",0.0,단독다가구
661,서울특별시 노원구 공릉동,2**,8m미만,10.0,전세,202210,12,8040,0,2012.0,공릉로34길,-,-,-,,,단독다가구
662,서울특별시 노원구 상계동,1**,8m미만,58.85,전세,202210,11,17000,0,,한글비석로35길,-,갱신,-,"16,000",0.0,단독다가구
663,서울특별시 노원구 공릉동,6**,25m미만,43.17,전세,202210,11,7000,0,1978.0,동일로173가길,-,-,-,,,단독다가구
664,서울특별시 노원구 공릉동,5**,12m미만,20.0,전세,202210,11,9000,0,2019.0,동일로186길,202211~202402,신규,-,,,단독다가구
665,서울특별시 노원구 월계동,2**,8m미만,30.0,전세,202210,11,6500,0,1990.0,초안산로2길,202210~202310,신규,-,,,단독다가구
666,서울특별시 노원구 상계동,7*,-,43.37,전세,202210,11,8000,0,,덕릉로122길,-,-,-,,,단독다가구
667,서울특별시 노원구 상계동,1***,8m미만,49.0,전세,202210,11,13000,0,2002.0,동일로242마길,202212~202412,신규,-,,,단독다가구
669,서울특별시 노원구 상계동,1**,-,52.38,전세,202210,11,13000,0,1992.0,,-,-,-,,,단독다가구
670,서울특별시 노원구 하계동,6*,8m미만,40.0,전세,202210,10,13000,0,1997.0,공릉로58길,202210~202410,신규,-,,,단독다가구
671,서울특별시 노원구 상계동,3**,8m미만,14.02,전세,202210,10,8500,0,1975.0,상계로24길,202210~202410,신규,-,,,단독다가구
673,서울특별시 노원구 월계동,4**,12m미만,58.0,전세,202210,10,13000,0,2006.0,광운로3길,202210~202308,신규,-,,,단독다가구
674,서울특별시 노원구 상계동,3**,12m미만,49.8,전세,202210,9,11000,0,1997.0,상계로23길,-,갱신,사용,"2,000",45.0,단독다가구
675,서울특별시 노원구 상계동,1***,12m미만,50.0,전세,202210,9,11000,0,1995.0,동일로238길,202210~202410,갱신,-,"4,000",20.0,단독다가구
676,서울특별시 노원구 상계동,1**,8m미만,43.3,전세,202210,8,13000,0,1995.0,한글비석로44길,-,신규,-,,,단독다가구
677,서울특별시 노원구 공릉동,2**,8m미만,19.0,전세,202210,8,9000,0,2019.0,노원로1길,202210~202310,신규,-,,,단독다가구
678,서울특별시 노원구 공릉동,5**,8m미만,20.0,전세,202210,8,10000,0,2011.0,동일로182길,202210~202310,신규,-,,,단독다가구
679,서울특별시 노원구 상계동,1***,8m미만,33.05,전세,202210,8,5000,0,1990.0,동일로242길,-,-,-,,,단독다가구
681,서울특별시 노원구 월계동,3**,-,26.61,전세,202210,8,4500,0,1975.0,,-,-,-,,,단독다가구
682,서울특별시 노원구 월계동,7*,-,41.01,전세,202210,8,9000,0,2002.0,,-,-,-,,,단독다가구
683,서울특별시 노원구 상계동,3**,8m미만,29.68,전세,202210,8,7500,0,1992.0,상계로24길,202210~202310,신규,-,,,단독다가구
684,서울특별시 노원구 상계동,3**,8m미만,50.93,전세,202210,8,19000,0,1984.0,상계로23길,202210~202410,신규,-,,,단독다가구
685,서울특별시 노원구 상계동,1**,12m미만,20.0,전세,202210,8,5300,0,1993.0,한글비석로24바길,-,-,-,,,단독다가구
686,서울특별시 노원구 상계동,3**,-,15.38,전세,202210,7,8000,0,1992.0,,-,-,-,,,단독다가구
687,서울특별시 노원구 상계동,1***,12m미만,50.0,전세,202210,7,12000,0,1994.0,동일로237길,202211~202411,신규,-,,,단독다가구
688,서울특별시 노원구 상계동,3**,8m미만,49.35,전세,202210,7,15000,0,1993.0,상계로12길,202211~202411,신규,-,,,단독다가구
690,서울특별시 노원구 상계동,1***,12m미만,24.0,전세,202210,7,4500,0,1984.0,동일로237나길,-,-,-,,,단독다가구
692,서울특별시 노원구 상계동,7*,-,36.0,전세,202210,7,8000,0,1992.0,덕릉로130길,202211~202411,신규,-,,,단독다가구
693,서울특별시 노원구 월계동,2**,8m미만,30.0,전세,202210,7,7500,0,1989.0,초안산로2길,202210~202310,신규,-,,,단독다가구
694,서울특별시 노원구 상계동,3**,12m미만,15.0,전세,202210,7,8300,0,2017.0,상계로11길,202210~202310,신규,-,,,단독다가구
695,서울특별시 노원구 중계동,1**,25m미만,30.36,전세,202210,7,10000,0,1988.0,덕릉로,202212~202412,신규,-,,,단독다가구
696,서울특별시 노원구 중계동,1**,25m미만,30.36,전세,202210,7,10000,0,1988.0,덕릉로,202212~202412,신규,-,,,단독다가구
697,서울특별시 노원구 상계동,3**,12m미만,16.0,전세,202210,6,6500,0,1994.0,상계로9가길,202210~202410,신규,-,,,단독다가구
698,서울특별시 노원구 공릉동,3**,8m미만,23.14,전세,202210,6,6500,0,1989.0,공릉로33길,202211~202411,신규,-,,,단독다가구
699,서울특별시 노원구 공릉동,6**,12m미만,49.42,전세,202210,6,9000,0,2003.0,동일로173길,-,-,-,,,단독다가구
700,서울특별시 노원구 공릉동,3**,8m미만,30.0,전세,202210,6,7500,0,1994.0,동일로193길,202210~202410,신규,-,,,단독다가구
701,서울특별시 노원구 공릉동,3**,-,23.14,전세,202210,6,6500,0,1989.0,,-,-,-,,,단독다가구
702,서울특별시 노원구 월계동,2**,-,18.0,전세,202210,6,7000,0,2017.0,,-,-,-,,,단독다가구
703,서울특별시 노원구 월계동,2**,8m미만,18.0,전세,202210,6,7000,0,2017.0,초안산로2길,202210~202410,신규,-,,,단독다가구
704,서울특별시 노원구 상계동,3**,8m미만,31.43,전세,202210,6,4500,0,1991.0,한글비석로33길,-,-,-,,,단독다가구
705,서울특별시 노원구 상계동,3**,12m미만,43.46,전세,202210,6,8000,0,1994.0,한글비석로33길,202210~202410,-,-,,,단독다가구
706,서울특별시 노원구 상계동,3**,12m미만,43.46,전세,202210,6,11000,0,1994.0,한글비석로33길,-,-,-,,,단독다가구
707,서울특별시 노원구 상계동,1**,12m미만,12.38,전세,202210,6,7000,0,2010.0,노원로30길,202211~202411,신규,-,,,단독다가구
708,서울특별시 노원구 상계동,4**,12m미만,39.6,전세,202210,6,13000,0,1993.0,한글비석로47길,202211~202410,신규,-,,,단독다가구
709,서울특별시 노원구 상계동,1***,8m미만,33.0,전세,202210,6,8500,0,1994.0,동일로237다길,202210~202410,신규,-,,,단독다가구
710,서울특별시 노원구 상계동,3**,12m미만,33.0,전세,202210,5,9700,0,1995.0,상계로23다길,202210~202410,신규,-,,,단독다가구
711,서울특별시 노원구 상계동,6***,8m미만,15.0,전세,202210,5,6000,0,,,-,-,-,,,단독다가구
712,서울특별시 노원구 상계동,1***,12m미만,50.0,전세,202210,5,9500,0,1996.0,동일로242라길,202210~202410,신규,-,,,단독다가구
713,서울특별시 노원구 상계동,3**,8m미만,52.72,전세,202210,5,19000,0,1991.0,한글비석로37길,202211~202411,신규,-,,,단독다가구
714,서울특별시 노원구 상계동,1**,8m미만,51.61,전세,202210,5,16500,0,1994.0,한글비석로36길,202211~202411,갱신,-,"15,000",0.0,단독다가구
715,서울특별시 노원구 상계동,3**,8m미만,52.72,전세,202210,5,19000,0,1991.0,한글비석로37길,202212~202412,-,-,,,단독다가구
716,서울특별시 노원구 상계동,3**,8m미만,52.72,전세,202210,5,19000,0,1991.0,한글비석로37길,202212~202412,-,-,,,단독다가구
717,서울특별시 노원구 상계동,1***,-,38.0,전세,202210,5,5000,0,1995.0,,-,-,-,,,단독다가구
718,서울특별시 노원구 상계동,1**,8m미만,56.07,전세,202210,5,8900,0,1971.0,한글비석로24바길,-,-,-,,,단독다가구
719,서울특별시 노원구 월계동,3**,8m미만,29.91,전세,202210,5,28000,0,2022.0,광운로15길,202212~202412,신규,-,,,단독다가구
722,서울특별시 노원구 하계동,6*,12m미만,39.0,전세,202210,5,6500,0,1996.0,공릉로58다길,202210~202410,갱신,-,"6,500",0.0,단독다가구
723,서울특별시 노원구 공릉동,5**,8m미만,18.0,전세,202210,5,9000,0,2016.0,동일로184길,202210~202308,신규,-,,,단독다가구
724,서울특별시 노원구 공릉동,6**,8m미만,18.0,전세,202210,4,10000,0,2011.0,동일로173길,202210~202310,신규,-,,,단독다가구
725,서울특별시 노원구 상계동,1**,-,46.79,전세,202210,4,16000,0,1995.0,,-,-,-,,,단독다가구
726,서울특별시 노원구 공릉동,5**,12m미만,26.7,전세,202210,4,6300,0,1993.0,동일로177길,-,-,-,,,단독다가구
728,서울특별시 노원구 상계동,1**,8m미만,13.7,전세,202210,3,6500,0,2017.0,한글비석로,202210~202410,신규,-,,,단독다가구
729,서울특별시 노원구 공릉동,5**,-,40.92,전세,202210,3,15000,0,1990.0,,-,-,-,,,단독다가구
730,서울특별시 노원구 상계동,1**,12m미만,50.76,전세,202210,3,12000,0,1996.0,한글비석로39길,202211~202411,신규,-,,,단독다가구
731,서울특별시 노원구 상계동,1**,8m미만,37.0,전세,202210,3,11000,0,1996.0,상계로23가길,202210~202410,갱신,-,"3,000",30.0,단독다가구
732,서울특별시 노원구 상계동,3**,8m미만,23.0,전세,202210,3,5300,0,1991.0,상계로24길,-,-,-,,,단독다가구
