NO,시군구,번지,도로조건,계약면적(㎡),전월세구분,계약년월,계약일,보증금(만원),월세금(만원),건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형,위도,경도
194,서울특별시 노원구 상계동,1**,8m미만,41.55,전세,202212,19,11000,0,1992.0,한글비석로24바길,-,-,-,,,단독다가구,37.664258,127.0722324
195,서울특별시 노원구 상계동,1**,8m미만,41.55,전세,202212,19,9000,0,1992.0,한글비석로24바길,-,갱신,-,"2,000",30.0,단독다가구,37.664258,127.0722324
196,서울특별시 노원구 상계동,1**,8m미만,41.55,전세,202212,19,3000,0,1992.0,한글비석로24바길,-,-,-,,,단독다가구,37.664258,127.0722324
197,서울특별시 노원구 월계동,2**,12m미만,17.0,전세,202212,19,9000,0,2021.0,초안산로2길,202301~202402,신규,-,,,단독다가구,37.6338158,127.0582095
198,서울특별시 노원구 월계동,4**,8m미만,14.0,전세,202212,19,9500,0,2010.0,석계로13길,202302~202402,신규,-,,,단독다가구,37.6197194,127.0614772
201,서울특별시 노원구 상계동,1**,12m미만,19.8,전세,202212,19,8300,0,1993.0,상계로18길,202212~202412,신규,-,,,단독다가구,37.6568547,127.0700566
202,서울특별시 노원구 상계동,1**,8m미만,35.04,전세,202212,19,7200,0,1990.0,한글비석로24나길,202212~202412,신규,-,,,단독다가구,37.6622875,127.072154
203,서울특별시 노원구 공릉동,3**,8m미만,15.0,전세,202212,18,7500,0,2017.0,동일로196길,202302~202402,신규,-,,,단독다가구,37.6282688,127.0742061
204,서울특별시 노원구 공릉동,5**,8m미만,18.0,전세,202212,17,8500,0,2012.0,동일로184길,202302~202402,신규,-,,,단독다가구,37.6238144,127.0748971
206,서울특별시 노원구 공릉동,3**,8m미만,16.0,전세,202212,17,8500,0,2017.0,동일로196길,202301~202501,신규,-,,,단독다가구,37.6282688,127.0742061
207,서울특별시 노원구 공릉동,4**,8m미만,20.0,전세,202212,17,7000,0,2013.0,공릉로43길,202302~202502,신규,-,,,단독다가구,37.6259928,127.0782988
208,서울특별시 노원구 공릉동,4**,8m미만,20.0,전세,202212,17,8000,0,2015.0,공릉로41나길,202301~202312,신규,-,,,단독다가구,37.6250551,127.0788344
209,서울특별시 노원구 공릉동,2**,8m미만,11.5,전세,202212,17,8500,0,2016.0,노원로1길,202302~202402,신규,-,,,단독다가구,35.8936339,128.5639168
211,서울특별시 노원구 공릉동,4**,8m미만,18.0,전세,202212,17,8500,0,2013.0,공릉로41마길,202302~202402,신규,-,,,단독다가구,37.6252697,127.0779284
212,서울특별시 노원구 공릉동,2**,8m미만,21.6,전세,202212,17,7500,0,2002.0,노원로1다길,202302~202502,신규,-,,,단독다가구,37.6211139,127.0819628
213,서울특별시 노원구 월계동,5**,8m미만,14.0,전세,202212,17,6000,0,2015.0,광운로15길,-,-,-,,,단독다가구,37.622117,127.0610905
214,서울특별시 노원구 월계동,5**,8m미만,14.0,전세,202212,17,6000,0,2015.0,광운로15길,-,-,-,,,단독다가구,37.622117,127.0610905
215,서울특별시 노원구 월계동,4**,8m미만,16.0,전세,202212,17,9500,0,2003.0,석계로13길,202301~202401,신규,-,,,단독다가구,37.6197194,127.0614772
216,서울특별시 노원구 월계동,4**,8m미만,18.0,전세,202212,17,10000,0,2015.0,광운로7길,202302~202402,신규,-,,,단독다가구,37.6208683,127.0582248
217,서울특별시 노원구 월계동,4**,8m미만,18.0,전세,202212,17,10000,0,2015.0,광운로7길,202302~202402,신규,-,,,단독다가구,37.6208683,127.0582248
218,서울특별시 노원구 하계동,1**,8m미만,19.83,전세,202212,17,10000,0,2017.0,공릉로,202212~202312,신규,-,,,단독다가구,37.6268136,127.0790507
219,서울특별시 노원구 공릉동,3**,8m미만,15.0,전세,202212,17,9000,0,2018.0,공릉로27길,202302~202402,신규,-,,,단독다가구,37.6241359,127.0777465
224,서울특별시 노원구 공릉동,6**,25m미만,25.0,전세,202212,17,14000,0,2016.0,공릉로20가길,202302~202502,신규,-,,,단독다가구,,
225,서울특별시 노원구 공릉동,3**,8m미만,20.0,전세,202212,17,10000,0,2016.0,동일로196길,202302~202402,신규,-,,,단독다가구,37.6282688,127.0742061
226,서울특별시 노원구 공릉동,5**,8m미만,15.0,전세,202212,17,8300,0,2016.0,동일로182길,202302~202402,신규,-,,,단독다가구,37.6240719,127.0775937
227,서울특별시 노원구 공릉동,5**,8m미만,30.0,전세,202212,17,18000,0,2018.0,동일로184길,202301~202501,신규,-,,,단독다가구,37.6238144,127.0748971
228,서울특별시 노원구 공릉동,5**,8m미만,16.0,전세,202212,17,7500,0,2015.0,동일로184길,202302~202402,신규,-,,,단독다가구,37.6238144,127.0748971
229,서울특별시 노원구 공릉동,5**,8m미만,15.0,전세,202212,17,11000,0,2014.0,동일로182길,202301~202401,신규,-,,,단독다가구,37.6240719,127.0775937
230,서울특별시 노원구 공릉동,5**,8m미만,18.0,전세,202212,17,7500,0,2017.0,동일로186길,202212~202402,신규,-,,,단독다가구,37.6251763,127.0734911
231,서울특별시 노원구 공릉동,3**,8m미만,18.18,전세,202212,16,8000,0,2010.0,공릉로41길,202301~202501,신규,-,,,단독다가구,37.62463,127.0785032
234,서울특별시 노원구 공릉동,5**,8m미만,27.0,전세,202212,16,8300,0,1983.0,동일로178길,202301~202501,신규,-,,,단독다가구,37.6218701,127.0756461
235,서울특별시 노원구 공릉동,4**,8m미만,18.18,전세,202212,16,7500,0,2015.0,공릉로41가길,202301~202401,신규,-,,,단독다가구,37.6253401,127.0790324
236,서울특별시 노원구 공릉동,5**,12m미만,20.0,전세,202212,16,9500,0,2013.0,동일로182길,202302~202402,신규,-,,,단독다가구,37.6240719,127.0775937
237,서울특별시 노원구 월계동,2*,8m미만,16.5,전세,202212,16,8100,0,2014.0,화랑로47길,202301~202304,신규,-,,,단독다가구,37.6160499,127.0662161
239,서울특별시 노원구 하계동,7*,12m미만,52.9,전세,202212,16,13000,0,1997.0,공릉로58길,-,-,-,,,단독다가구,37.633224,127.0725796
240,서울특별시 노원구 하계동,7*,12m미만,52.9,전세,202212,16,13000,0,1997.0,공릉로58길,202301~202401,신규,-,,,단독다가구,37.633224,127.0725796
241,서울특별시 노원구 하계동,1**,12m미만,18.0,전세,202212,15,8500,0,2013.0,공릉로58길,202301~202501,신규,-,,,단독다가구,37.633224,127.0725796
242,서울특별시 노원구 월계동,4**,8m미만,20.0,전세,202212,15,12000,0,2014.0,광운로,202302~202402,신규,-,,,단독다가구,37.6170606,127.0564595
244,서울특별시 노원구 공릉동,6**,8m미만,48.9,전세,202212,15,10000,0,1977.0,공릉로22길,202302~202501,신규,-,,,단독다가구,,
245,서울특별시 노원구 공릉동,3**,8m미만,52.74,전세,202212,14,16000,0,1988.0,공릉로39길,-,-,-,,,단독다가구,37.6237527,127.0782212
246,서울특별시 노원구 공릉동,5**,8m미만,18.0,전세,202212,14,8500,0,2015.0,동일로184길,202302~202402,신규,-,,,단독다가구,37.6238144,127.0748971
247,서울특별시 노원구 공릉동,5**,8m미만,20.0,전세,202212,14,9000,0,2010.0,동일로182길,202302~202502,신규,-,,,단독다가구,37.6240719,127.0775937
249,서울특별시 노원구 공릉동,3**,12m미만,20.0,전세,202212,14,14000,0,2016.0,동일로190길,202302~202402,신규,-,,,단독다가구,37.6256192,127.074575
250,서울특별시 노원구 월계동,4**,8m미만,15.0,전세,202212,14,9000,0,2016.0,광운로,202212~202312,신규,-,,,단독다가구,37.6170606,127.0564595
251,서울특별시 노원구 상계동,1**,12m미만,13.86,전세,202212,14,8500,0,2016.0,한글비석로24바길,202212~202412,신규,-,,,단독다가구,37.664258,127.0722324
253,서울특별시 노원구 월계동,3**,8m미만,19.8,전세,202212,14,5300,0,1995.0,광운로19가길,-,-,-,,,단독다가구,37.6237338,127.0595423
254,서울특별시 노원구 상계동,3**,8m미만,39.6,전세,202212,14,13000,0,2008.0,노원로,202302~202502,신규,-,,,단독다가구,35.8897073,128.5623843
255,서울특별시 노원구 상계동,1**,8m미만,22.0,전세,202212,13,2600,0,1993.0,한글비석로,-,-,-,,,단독다가구,37.6661065,127.06948626989912
257,서울특별시 노원구 공릉동,5**,8m미만,16.0,전세,202212,13,8300,0,2016.0,동일로182길,202302~202402,신규,-,,,단독다가구,37.6240719,127.0775937
258,서울특별시 노원구 공릉동,5**,8m미만,13.0,전세,202212,13,8600,0,2017.0,동일로176길,202212~202312,신규,-,,,단독다가구,37.6202735,127.0755948
259,서울특별시 노원구 공릉동,3**,8m미만,16.5,전세,202212,13,6500,0,2017.0,공릉로27길,-,-,-,,,단독다가구,37.6241359,127.0777465
262,서울특별시 노원구 상계동,3**,12m미만,30.0,전세,202212,12,13000,0,2016.0,상계로9나길,202301~202501,신규,-,,,단독다가구,37.6606855,127.0675762
263,서울특별시 노원구 공릉동,4**,8m미만,13.89,전세,202212,12,9000,0,,공릉로43길,202302~202402,신규,-,,,단독다가구,37.6259928,127.0782988
264,서울특별시 노원구 공릉동,1**,8m미만,15.13,전세,202212,12,6500,0,2006.0,화랑로51가길,202212~202502,신규,-,,,단독다가구,37.6247059,127.0898587
265,서울특별시 노원구 공릉동,4**,8m미만,15.0,전세,202212,12,5500,0,2016.0,공릉로41다길,-,-,-,,,단독다가구,37.6252785,127.0781803
267,서울특별시 노원구 공릉동,4**,8m미만,18.0,전세,202212,12,9000,0,,공릉로43가길,202301~202402,신규,-,,,단독다가구,37.6266661,127.0778835
268,서울특별시 노원구 공릉동,5**,12m미만,22.0,전세,202212,12,10000,0,2010.0,동일로184길,202302~202402,신규,-,,,단독다가구,37.6238144,127.0748971
269,서울특별시 노원구 공릉동,5**,8m미만,20.0,전세,202212,12,9500,0,2013.0,동일로184길,202302~202402,신규,-,,,단독다가구,37.6238144,127.0748971
272,서울특별시 노원구 하계동,6*,8m미만,47.89,전세,202212,12,9000,0,1995.0,공릉로58길,-,-,-,,,단독다가구,37.633224,127.0725796
273,서울특별시 노원구 월계동,3*,8m미만,30.0,전세,202212,12,18000,0,2018.0,화랑로45길,202301~202412,신규,-,,,단독다가구,37.6163397,127.0654128
274,서울특별시 노원구 상계동,1***,12m미만,23.0,전세,202212,12,9500,0,2007.0,동일로237가길,202212~202412,신규,-,,,단독다가구,37.6742304,127.05439
275,서울특별시 노원구 상계동,3**,8m미만,48.6,전세,202212,12,12500,0,1992.0,상계로23가길,202212~202412,신규,-,,,단독다가구,37.6596126,127.0709552
276,서울특별시 노원구 공릉동,4**,8m미만,18.0,전세,202212,11,10000,0,2017.0,공릉로41가길,202301~202401,신규,-,,,단독다가구,37.6253401,127.0790324
277,서울특별시 노원구 월계동,3**,8m미만,15.0,전세,202212,10,10000,0,2014.0,광운로15길,202302~202402,신규,-,,,단독다가구,37.622117,127.0610905
278,서울특별시 노원구 공릉동,6**,12m미만,21.0,전세,202212,10,5000,0,2013.0,동일로173길,-,-,-,,,단독다가구,37.6186092,127.0731408
279,서울특별시 노원구 월계동,3**,8m미만,18.0,전세,202212,10,7500,0,2017.0,광운로19길,202302~202402,신규,-,,,단독다가구,37.623384,127.0595057
280,서울특별시 노원구 공릉동,2**,12m미만,16.0,전세,202212,10,6300,0,2016.0,공릉로38길,202212~202312,갱신,-,"6,000",0.0,단독다가구,37.6225556,127.0822701
281,서울특별시 노원구 공릉동,3**,8m미만,12.1,전세,202212,10,9500,0,2017.0,동일로190길,202212~202312,신규,-,,,단독다가구,37.6256192,127.074575
282,서울특별시 노원구 공릉동,3**,8m미만,12.1,전세,202212,10,9500,0,2017.0,동일로190길,202212~202312,신규,-,,,단독다가구,37.6256192,127.074575
283,서울특별시 노원구 상계동,1**,8m미만,57.75,전세,202212,10,10000,0,1992.0,상계로,202302~202502,신규,-,,,단독다가구,37.6551019,127.0580147
284,서울특별시 노원구 상계동,1**,8m미만,57.75,전세,202212,10,10000,0,1992.0,상계로,202302~202502,신규,-,,,단독다가구,37.6551019,127.0580147
286,서울특별시 노원구 월계동,4**,8m미만,16.95,전세,202212,10,9500,0,2014.0,광운로1길,202302~202502,신규,-,,,단독다가구,37.6201745,127.0545527
287,서울특별시 노원구 상계동,3**,8m미만,35.64,전세,202212,10,11000,0,1993.0,상계로13길,-,-,-,,,단독다가구,,
288,서울특별시 노원구 상계동,1**,12m미만,30.4,전세,202212,9,12000,0,2018.0,한글비석로24라길,202212~202412,갱신,-,"3,000",42.0,단독다가구,37.6662137,127.0697279
290,서울특별시 노원구 공릉동,5**,8m미만,25.0,전세,202212,9,7500,0,1983.0,동일로190길,202212~202312,신규,-,,,단독다가구,37.6256192,127.074575
291,서울특별시 노원구 공릉동,5**,8m미만,15.0,전세,202212,9,8200,0,2011.0,동일로182길,202212~202312,신규,-,,,단독다가구,37.6240719,127.0775937
293,서울특별시 노원구 월계동,2**,12m미만,20.0,전세,202212,9,13000,0,2021.0,초안산로2길,202301~202501,신규,-,,,단독다가구,37.6338158,127.0582095
294,서울특별시 노원구 월계동,4**,8m미만,30.0,전세,202212,9,10000,0,2018.0,광운로,202301~202501,신규,-,,,단독다가구,37.6170606,127.0564595
295,서울특별시 노원구 월계동,4**,8m미만,19.8,전세,202212,9,5500,0,1968.0,광운로10길,-,-,-,,,단독다가구,37.6206879,127.059636
296,서울특별시 노원구 공릉동,4**,25m미만,29.25,전세,202212,9,9000,0,2004.0,동일로198길,202212~202312,신규,-,,,단독다가구,37.62905,127.0725
297,서울특별시 노원구 공릉동,5**,8m미만,19.09,전세,202212,9,18000,0,2022.0,동일로182길,202301~202501,신규,-,,,단독다가구,37.6240719,127.0775937
298,서울특별시 노원구 공릉동,5**,8m미만,15.0,전세,202212,9,9000,0,2017.0,동일로180길,202301~202402,신규,-,,,단독다가구,37.622504,127.0759676
299,서울특별시 노원구 월계동,4**,8m미만,20.0,전세,202212,9,12000,0,2014.0,광운로,202302~202408,신규,-,,,단독다가구,37.6170606,127.0564595
301,서울특별시 노원구 상계동,1**,8m미만,42.07,전세,202212,8,14000,0,1997.0,한글비석로,-,-,-,,,단독다가구,37.6661065,127.06948626989912
304,서울특별시 노원구 월계동,3**,8m미만,15.0,전세,202212,8,6000,0,2016.0,광운로15길,-,-,-,,,단독다가구,37.622117,127.0610905
305,서울특별시 노원구 공릉동,3**,12m미만,13.4,전세,202212,8,6000,0,2018.0,동일로193길,-,-,-,,,단독다가구,37.6260364,127.0719136
308,서울특별시 노원구 공릉동,5**,8m미만,14.0,전세,202212,8,8200,0,2011.0,동일로182길,202212~202312,신규,-,,,단독다가구,37.6240719,127.0775937
309,서울특별시 노원구 하계동,6*,12m미만,39.67,전세,202212,8,8000,0,1990.0,공릉로58바길,202212~202412,신규,-,,,단독다가구,37.6370442,127.0771725
310,서울특별시 노원구 공릉동,3**,8m미만,20.0,전세,202212,7,6200,0,2014.0,공릉로41마길,-,-,-,,,단독다가구,37.6252697,127.0779284
311,서울특별시 노원구 공릉동,3**,8m미만,53.41,전세,202212,7,20000,0,2021.0,공릉로33길,202302~202502,신규,-,,,단독다가구,,
312,서울특별시 노원구 상계동,1**,12m미만,12.38,전세,202212,7,7500,0,2010.0,노원로30길,202212~202312,신규,-,,,단독다가구,37.6545716,127.0698507
313,서울특별시 노원구 상계동,5**,12m미만,49.58,전세,202212,7,16000,0,1989.0,상계로1길,202301~202501,신규,-,,,단독다가구,37.658863,127.0620475
314,서울특별시 노원구 상계동,3**,12m미만,40.0,전세,202212,7,11000,0,1991.0,상계로23다길,202212~202412,신규,-,,,단독다가구,37.6598637,127.068486
315,서울특별시 노원구 공릉동,3**,8m미만,15.0,전세,202212,7,9000,0,2017.0,동일로193가길,202302~202402,신규,-,,,단독다가구,37.6273545,127.0712983
316,서울특별시 노원구 공릉동,4**,12m미만,19.55,전세,202212,7,8500,0,2009.0,공릉로42길,202301~202501,신규,-,,,단독다가구,37.6250939,127.0839287
317,서울특별시 노원구 하계동,1**,8m미만,16.0,전세,202212,7,10000,0,2015.0,공릉로,202212~202412,신규,-,,,단독다가구,37.6268136,127.0790507
318,서울특별시 노원구 하계동,7*,12m미만,12.4,전세,202212,7,7200,0,1997.0,공릉로58마길,202302~202402,신규,-,,,단독다가구,37.6368572,127.079073
320,서울특별시 노원구 상계동,1**,8m미만,13.22,전세,202212,7,4200,0,1994.0,한글비석로24가길,-,-,-,,,단독다가구,37.6632988,127.0698503
321,서울특별시 노원구 공릉동,5**,12m미만,21.48,전세,202212,7,11000,0,2003.0,동일로178길,202301~202501,신규,-,,,단독다가구,37.6218701,127.0756461
322,서울특별시 노원구 공릉동,3**,12m미만,49.0,전세,202212,6,13650,0,1994.0,공릉로29길,202212~202412,갱신,사용,"13,000",0.0,단독다가구,,
323,서울특별시 노원구 월계동,3**,8m미만,41.72,전세,202212,6,13000,0,,광운로19길,202301~202402,신규,-,,,단독다가구,37.623384,127.0595057
324,서울특별시 노원구 상계동,3**,12m미만,33.0,전세,202212,6,8500,0,1997.0,상계로10길,202212~202412,갱신,-,"6,000",0.0,단독다가구,37.6563213,127.0672099
325,서울특별시 노원구 월계동,3**,8m미만,16.0,전세,202212,6,7000,0,1970.0,광운로19길,202302~202502,신규,-,,,단독다가구,37.623384,127.0595057
327,서울특별시 노원구 중계동,1**,12m미만,23.0,전세,202212,6,12000,0,2019.0,중계로16길,202212~202412,신규,-,,,단독다가구,37.6510871,127.0812077
328,서울특별시 노원구 공릉동,4**,8m미만,16.0,전세,202212,6,7300,0,2014.0,공릉로43가길,202301~202402,신규,-,,,단독다가구,37.6266661,127.0778835
